# Names as the emulator reads them out of the romset, with the region it states.
# 'check' rows are where your label shares no word with the emulator's.
romset	your label	game	region	suggested name	class
mvsc.zip	Marvel vs. Capcom : Clash of Super Heroes	Marvel Vs. Capcom: Clash of Super Heroes (Europe 980123)	—	Marvel Vs. Capcom: Clash of Super Heroes (Europe 980123)	alias
mwalk.zip	Michael Jackson's Moonwalker	Michael Jackson's Moonwalker (FD1094/8751 317-0159)	World	Michael Jackson's Moonwalker (FD1094/8751 317-0159) (World)	alias
mwarr.zip	Mighty Warriors	Mighty Warriors (24/1)	—	Mighty Warriors (24/1)	alias
myhero.zip	My Hero	My Hero (not encrypted)	USA	My Hero (not encrypted) (USA)	alias
mysticri.zip	Mystic Riders	Mystic Riders	World	Mystic Riders (World)	alias
mystwarr.zip	Mystic Warriors	Mystic Warriors (ver EAA)	—	Mystic Warriors (ver EAA)	alias
nam1975.zip	NAM-1975	NAM-1975 (NGM-001 ~ NGH-001)	—	NAM-1975 (NGM-001 ~ NGH-001)	alias
namenayo.zip	Namennayo	Namennayo	Japan	Namennayo (Japan)	alias
naname.zip	Naname De Magic!	Naname de Magic!	Japan	Naname de Magic! (Japan)	alias
nbahangt.zip	Nba Hangtime	NBA Hangtime (ver L1.3 10/10/96)	—	NBA Hangtime (ver L1.3 10/10/96)	alias
nbajam.zip	Nba Jam	NBA Jam (rev 3.01 4/07/93)	—	NBA Jam (rev 3.01 4/07/93)	alias
nbajamte.zip	NBA Jam Tournament Edition	NBA Jam Tournament Edition (rev 4.0 3/23/94)	—	NBA Jam Tournament Edition (rev 4.0 3/23/94)	alias
nbamht.zip	Nba Maximum Hangtime	NBA Maximum Hangtime (ver L1.03 06/09/97)	—	NBA Maximum Hangtime (ver L1.03 06/09/97)	alias
nbbatman.zip	Ninja Baseball Bat Man	Ninja Baseball Bat Man	World	Ninja Baseball Bat Man (World)	alias
nblktiger.zip	ZZZ(notgame):Neo Black Tiger	Neo Black Tiger (HB, Demo)	—	Neo Black Tiger (HB, Demo)	alias
ncombat.zip	Ninja Combat	Ninja Combat (NGM-009)	—	Ninja Combat (NGM-009)	alias
nebulray.zip	Nebulas Ray	Nebulas Ray (NR2)	World	Nebulas Ray (NR2) (World)	alias
neo2500.zip	ZZZ(notgame):Demos	Neo 2500 Demo	—	Neo 2500 Demo	check
neo3ddmo.zip	ZZZ(notgame):Demos	NeoGeo 3D! (HB, Demo)	—	NeoGeo 3D! (HB, Demo)	check
neobattl.zip	SD Gundam Neo Battling	SD Gundam Neo Battling	Japan	SD Gundam Neo Battling (Japan)	alias
neocstlv.zip	ZZZ(notgame):Demos	Neo CastleVania (HB, Demo)	—	Neo CastleVania (HB, Demo)	check
neodemo.zip	ZZZ(notgame):Demos	Chaos Demo (Neo Geo)	—	Chaos Demo (Neo Geo)	check
neogalag.zip	ZZZ(notgame):Demos	Galaga Demo (HB, set 1)	—	Galaga Demo (HB, set 1)	check
neonopon.zip	Neo No Panepon	Neo No Panepon (HB, beta)	—	Neo No Panepon (HB, beta)	alias
neopang.zip	Neo Pong	Neo Pang (HB)	—	Neo Pang (HB)	alias
neopong.zip	Neo Pong	Neo Pong (HB, v1.1)	—	Neo Pong (HB, v1.1)	alias
neoprimo.zip	ZZZ(notgame):neoprimo	Primo (HB, Demo)	—	Primo (HB, Demo)	check
neotet.zip	NeoGeo 2-Player Tetris	NeoGeo 2-Player Tetris (HB)	—	NeoGeo 2-Player Tetris (HB)	alias
neothndr.zip	Neo Thunder	Neo Thunder (HB)	—	Neo Thunder (HB)	alias
neotris.zip	NeoTRIS	NeoTRIS (HB, Free Beta 2, ver. 202009)	—	NeoTRIS (HB, Free Beta 2, ver. 202009)	alias
neoww2.zip	ZZZ(notgame):Neo-geo Bios	WW2 - Arcade Development Project (HB, Demo)	—	WW2 - Arcade Development Project (HB, Demo)	check
newfant.zip	New Fantasia	New Fantasia (1995 copyright)	—	New Fantasia (1995 copyright)	alias
newsin7.zip	New Sinbad 7	New Sinbad 7 (set 1)	—	New Sinbad 7 (set 1)	alias
newxpang.zip	New Cross Pang	New Cross Pang (set 1)	—	New Cross Pang (set 1)	alias
ngem2k.zip	NGEM2K	NGEM2K (HB, beta 2006-01-18)	—	NGEM2K (HB, beta 2006-01-18)	alias
ngfrog.zip	Frog Feast	Neo Frog Feast (HB)	—	Neo Frog Feast (HB)	alias
ngftdemo.zip	ZZZ(notgame):Demos	NGF Transparency (HB, Demo)	—	NGF Transparency (HB, Demo)	check
ngmontst.zip	ZZZ(notgame):Monitor Test Patterns Tool	Monitor Test Patterns Tool (v1.3)	—	Monitor Test Patterns Tool (v1.3)	alias
nhidctch.zip	New Hidden Catch	New Hidden Catch / New Tul Lin Gu Lim Chat Ki '98 (pcb ver 3.02)	World	New Hidden Catch / New Tul Lin Gu Lim Chat Ki '98 (pcb ver 3.02) (World)	alias
nightstr.zip	Night Striker	Night Striker	World	Night Striker (World)	alias
ninjak.zip	The Ninja Kids	The Ninja Kids	World	The Ninja Kids (World)	alias
ninjakd2.zip	Ninja-Kid II	Ninja-Kid II / NinjaKun Ashura no Shou (set 1)	—	Ninja-Kid II / NinjaKun Ashura no Shou (set 1)	alias
ninjakun.zip	Ninja-kun: Adventure of Devil Castle	Ninjakun Majou no Bouken	—	Ninjakun Majou no Bouken	check
ninjamas.zip	Ninja Master's: Haō Ninpō Chō	Ninja Master's - Haoh-ninpo-cho	—	Ninja Master's - Haoh-ninpo-cho	alias
ninjaw.zip	The Ninja Warriors	The Ninja Warriors (later version)	World	The Ninja Warriors (later version) (World)	alias
ninjemak.zip	Ninja Emaki	Ninja Emaki	USA	Ninja Emaki (USA)	alias
nitrobal.zip	Nitro Ball	Nitro Ball (set 1)	World	Nitro Ball (set 1) (World)	alias
nmg5.zip	Multi 5 / New Multi Game 5	Multi 5 / New Multi Game 5 (set 1)	—	Multi 5 / New Multi Game 5 (set 1)	alias
nmouse.zip	Naughty Mouse	Naughty Mouse (set 1)	—	Naughty Mouse (set 1)	alias
nob.zip	Zippy Bug	Noboranka	Japan	Noboranka (Japan)	check
nostromo.zip	nostromo	Nostromo	—	Nostromo	alias
nova2001.zip	Nova 2001	Nova 2001	Japan	Nova 2001 (Japan)	alias
nslasher.zip	Night Slashers	Night Slashers (Korea Rev 1.3, DE-0397-0 PCB)	—	Night Slashers (Korea Rev 1.3, DE-0397-0 PCB)	alias
nslasherj.zip	Night Slashers	Night Slashers (Japan Rev 1.2, DE-0397-0 PCB)	—	Night Slashers (Japan Rev 1.2, DE-0397-0 PCB)	alias
nslashers.zip	Night Slashers	Night Slashers (Over Sea Rev 1.2, DE-0397-0 PCB)	—	Night Slashers (Over Sea Rev 1.2, DE-0397-0 PCB)	alias
nsmb.zip	Neo Super Mario Bros	Neo Super Mario Bros (HB, Demo v0.01)	—	Neo Super Mario Bros (HB, Demo v0.01)	alias
nsub.zip	N-sub	N-Sub (upright)	—	N-Sub (upright)	alias
numanath.zip	Numan Athletics	Numan Athletics	World	Numan Athletics (World)	alias
nwarr.zip	Night Warriors: Darkstalkers' Revenge	Night Warriors: Darkstalkers' Revenge (Europe 950316)	—	Night Warriors: Darkstalkers' Revenge (Europe 950316)	alias
nycaptor.zip	N.y. Captor	N.Y. Captor (rev 2)	—	N.Y. Captor (rev 2)	alias
ohmygod.zip	Oh My God!	Oh My God!	Japan	Oh My God! (Japan)	alias
oisipuzl.zip	Triple Fun	Oishii Puzzle Ha Irimasenka	—	Oishii Puzzle Ha Irimasenka	check
olds.zip	Oriental Legend Special / Xi You Shi E Zhuan Super	Oriental Legend Super / Xiyou Shi E Zhuan Super (ver. 101, Korean Board)	—	Oriental Legend Super / Xiyou Shi E Zhuan Super (ver. 101, Korean Board)	alias
oldsplus.zip	Oriental Legend Special Plus / Xi You Shi E Zhuan	Oriental Legend 2 / Xiyou Shi E Zhuan Qunmo Luanwu (ver. 205) [Oriental Ex]	Korea	Oriental Legend 2 / Xiyou Shi E Zhuan Qunmo Luanwu (ver. 205) [Oriental Ex] (Korea)	alias
omegaf.zip	Omega Fighter	Omega Fighter (set 1)	—	Omega Fighter (set 1)	alias
omegrace.zip	Omega Race	Omega Race (set 1)	—	Omega Race (set 1)	alias
onna34ro.zip	Onna Sanshirou - Typhoon Gal	Onna Sanshirou - Typhoon Gal (rev 1)	—	Onna Sanshirou - Typhoon Gal (rev 1)	alias
opaopa.zip	Opa Opa	Opa Opa (MC-8123, 317-0042)	—	Opa Opa (MC-8123, 317-0042)	alias
openice.zip	2 On 2 Open Ice Challenge	NHL Open Ice: 2 on 2 Challenge (rev 1.21)	—	NHL Open Ice: 2 on 2 Challenge (rev 1.21)	alias
opwolf.zip	Operation Wolf	Operation Wolf (rev 2, set 1)	World	Operation Wolf (rev 2, set 1) (World)	alias
opwolf3.zip	Operation Wolf 3	Operation Wolf 3	World	Operation Wolf 3 (World)	alias
orlegend.zip	Oriental Legend / Xi You Shi E Zhuan	Oriental Legend / Xiyou Shi E Zhuan (ver. 126)	—	Oriental Legend / Xiyou Shi E Zhuan (ver. 126)	alias
orunners.zip	OutRunners	OutRunners	World	OutRunners (World)	alias
oscar.zip	Psycho-Nics Oscar	Psycho-Nics Oscar (World revision 0)	—	Psycho-Nics Oscar (World revision 0)	alias
othunder.zip	Operation Thunderbolt	Operation Thunderbolt (rev 1)	World	Operation Thunderbolt (rev 1) (World)	alias
outfxies.zip	The Outfoxies	The Outfoxies (OU2)	World	The Outfoxies (OU2) (World)	alias
outrun.zip	Out Run	Out Run (sitdown/upright, Rev B)	—	Out Run (sitdown/upright, Rev B)	alias
ozmawars.zip	Ozma Wars	Ozma Wars (set 1)	—	Ozma Wars (set 1)	alias
p47.zip	P47 Thunderbolt	P-47: The Phantom Fighter	World	P-47: The Phantom Fighter (World)	check
p47aces.zip	P-47 Aces	P-47 Aces (ver 1.1)	—	P-47 Aces (ver 1.1)	alias
packbangp.zip	Pack'n Bang Bang	Pack'n Bang Bang (prototype)	—	Pack'n Bang Bang (prototype)	alias
pacland.zip	Pac-Land	Pac-Land	World	Pac-Land (World)	alias
pacman.zip	Pac-Man	Pac-Man (Midway)	—	Pac-Man (Midway)	alias
pacplus.zip	Pac-man Plus	Pac-Man Plus	—	Pac-Man Plus	alias
pairs.zip	Pairs - Featuring The Giffy Girls	Pairs (V1.2, 09/30/94)	—	Pairs (V1.2, 09/30/94)	alias
pairsred.zip	Pairs Redemption	Pairs Redemption (V1.0, 10/25/94)	—	Pairs Redemption (V1.0, 10/25/94)	alias
palamed.zip	Palamedes	Palamedes	USA	Palamedes (USA)	alias
pang.zip	Buster Bros.	Pang	World	Pang (World)	check
pang3.zip	Pang! 3	Pang! 3 (Europe 950601)	—	Pang! 3 (Europe 950601)	alias
panicstr.zip	Panic Street	Panic Street	Japan	Panic Street (Japan)	alias
parodius.zip	Parodius Da!	Parodius Da!: Shinwa kara Owarai e (set 1)	World	Parodius Da!: Shinwa kara Owarai e (set 1) (World)	alias
passsht.zip	Passing Shot	Passing Shot (2 Players) (FD1094 317-0080)	World	Passing Shot (2 Players) (FD1094 317-0080) (World)	alias
pastelis.zip	Pastel Island	Pastel Island (prototype)	Japan	Pastel Island (prototype) (Japan)	alias
pbaction.zip	Pinball Action	Pinball Action (set 1)	—	Pinball Action (set 1)	alias
pbanchoa.zip	Gyakuten!! Puzzle Bancho	Gyakuten!! Puzzle Bancho (set 2)	Japan	Gyakuten!! Puzzle Bancho (set 2) (Japan)	alias
pbobbl2n.zip	Bust-A-Move Again	Puzzle Bobble 2 / Bust-A-Move Again (Neo-Geo)	—	Puzzle Bobble 2 / Bust-A-Move Again (Neo-Geo)	alias
pbobble2.zip	Bust-A-Move Again	Puzzle Bobble 2 (Ver 2.3O 1995/07/31)	—	Puzzle Bobble 2 (Ver 2.3O 1995/07/31)	check
pbobble3.zip	Puzzle Bobble 3	Puzzle Bobble 3 (Ver 2.1O 1996/09/27)	—	Puzzle Bobble 3 (Ver 2.1O 1996/09/27)	alias
pbobble4.zip	Puzzle Bobble 4	Puzzle Bobble 4 (Ver 2.04O 1997/12/19)	—	Puzzle Bobble 4 (Ver 2.04O 1997/12/19)	alias
pbobblen.zip	Bust-a-Move	Puzzle Bobble / Bust-A-Move (Neo-Geo, NGM-083)	—	Puzzle Bobble / Bust-A-Move (Neo-Geo, NGM-083)	alias
pcktgal.zip	Pocket Gal	Pocket Gal	Japan	Pocket Gal (Japan)	alias
pclubys.zip	Puzzle Club	Puzzle Club (Yun Sung, set 1)	—	Puzzle Club (Yun Sung, set 1)	alias
pdrift.zip	Power Drift	Power Drift (Rev A)	World	Power Drift (Rev A) (World)	alias
peekaboo.zip	Peek-a-boo!	Peek-a-Boo! (ver. 1.1)	Japan	Peek-a-Boo! (ver. 1.1) (Japan)	alias
penbros.zip	Penguin Brothers	Penguin Brothers	Japan	Penguin Brothers (Japan)	alias
penfan.zip	Penfan Girls - Step1. Mild Mind	Penfan Girls - Step1. Mild Mind (set 1)	—	Penfan Girls - Step1. Mild Mind (set 1)	alias
pengadvb.zip	Penguin Adventure	Penguin Adventure (bootleg of MSX version, encrypted)	—	Penguin Adventure (bootleg of MSX version, encrypted)	alias
pengo.zip	Pengo (World, not encrypted, rev A)	Pengo (not encrypted, rev A)	World	Pengo (not encrypted, rev A) (World)	alias
perfrman.zip	Performan	Performan	Japan	Performan (Japan)	alias
pgalvip.zip	Pocket Gals V.i.p	Pocket Gals V.I.P (set 1)	—	Pocket Gals V.I.P (set 1)	alias
pgemeni.zip	P-gemeni	P-GeMeni (060123)	—	P-GeMeni (060123)	alias
pgm3in1.zip	Shan Liang San He Yi (Flash 3-in-1)	Shanliang San He Yi (Flash 3-in-1) (V102 08/23/04 13:03:26)	—	Shanliang San He Yi (Flash 3-in-1) (V102 08/23/04 13:03:26)	alias
pgmdemo.zip	ZZZ(notgame):Chaos Demo	Chaos (PGM Demo)	—	Chaos (PGM Demo)	alias
pgmfrog.zip	Frog Feast	Frog Feast (PGM)	—	Frog Feast (PGM)	alias
pgoal.zip	Pleasure Goal	Pleasure Goal / Futsal - 5 on 5 Mini Soccer (NGM-219)	—	Pleasure Goal / Futsal - 5 on 5 Mini Soccer (NGM-219)	alias
photoy2k.zip	Photo Y2k	Photo Y2K / Chaoji Bi Yi Bi / Dajia Lai Zhao Cha / Real and Fake (ver. 105)	—	Photo Y2K / Chaoji Bi Yi Bi / Dajia Lai Zhao Cha / Real and Fake (ver. 105)	alias
pigskin.zip	Pigskin 621ad	Pigskin 621AD (rev 1.1K 8/01/90)	—	Pigskin 621AD (rev 1.1K 8/01/90)	alias
pingpong.zip	Konami's Ping-pong	Konami's Ping-Pong	—	Konami's Ping-Pong	alias
pinkswts.zip	Pink Sweets: Ibara Sorekara	Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER....)	—	Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER....)	alias
pipedrm.zip	Pipe Dream	Pipe Dream	World	Pipe Dream (World)	alias
pipibibs.zip	Pipi & Bibi's	Pipi & Bibis / Whoopee!! (Z80 sound cpu, set 1)	—	Pipi & Bibis / Whoopee!! (Z80 sound cpu, set 1)	alias
pistoldm.zip	Pistol Daimyo no Bōken	Pistol Daimyo no Bouken	Japan	Pistol Daimyo no Bouken (Japan)	alias
pitapat.zip	Pitapat Puzzle	Pitapat Puzzle (set 1)	—	Pitapat Puzzle (set 1)	alias
pitfall2.zip	Pitfall II	Pitfall II (315-5093)	—	Pitfall II (315-5093)	alias
pitfight.zip	Pit Fighter	Pit Fighter (rev 9)	—	Pit Fighter (rev 9)	alias
pkscram.zip	Pk Scramble	PK Scramble	—	PK Scramble	alias
pktgaldx.zip	Pocket Gal Deluxe	Pocket Gal Deluxe (Europe v3.00)	—	Pocket Gal Deluxe (Europe v3.00)	alias
pkunwar.zip	Penguin-kun Wars	Penguin-Kun Wars	USA	Penguin-Kun Wars (USA)	alias
playball.zip	Playball!	PlayBall! (prototype)	—	PlayBall! (prototype)	alias
plegends.zip	Power Instinct Legends	Gogetsuji Legends (Ver. 95.06.20)	USA	Gogetsuji Legends (Ver. 95.06.20) (USA)	alias
plumppop.zip	Plump Pop	Plump Pop	Japan	Plump Pop (Japan)	alias
pnickj.zip	Pnickies	Pnickies (Japan 940608)	—	Pnickies (Japan 940608)	alias
pnyaa.zip	Pochi and Nyaa	Pochi and Nyaa (Ver 2.02)	—	Pochi and Nyaa (Ver 2.02)	alias
poitto.zip	Poitto!	Poitto! (revision D)	—	Poitto! (revision D)	alias
poknight.zip	Poker Night	Poker Night (HB)	—	Poker Night (HB)	alias
pokonyan.zip	Pokonyan! Balloon	Pokonyan! Balloon (Japan 940322)	—	Pokonyan! Balloon (Japan 940322)	alias
popbounc.zip	Pop 'n Bounce	Pop 'n Bounce / Gapporin	—	Pop 'n Bounce / Gapporin	alias
popflame.zip	Pop Flamer	Pop Flamer (protected)	—	Pop Flamer (protected)	alias
popnpop.zip	Pop'n Pop	Pop'n Pop (Ver 2.07O 1998/02/09)	—	Pop'n Pop (Ver 2.07O 1998/02/09)	alias
potopoto.zip	Poto Poto	Poto Poto (Rev A)	Japan	Poto Poto (Rev A) (Japan)	alias
poundfor.zip	Pound For Pound	Pound for Pound	World	Pound for Pound (World)	alias
pow.zip	P.O.W.: Prisoners of War	P.O.W. - Prisoners of War (US version 1)	—	P.O.W. - Prisoners of War (US version 1)	alias
powerins.zip	Power Instinct	Power Instinct	USA	Power Instinct (USA)	alias
pprobe.zip	Planet Probe	Planet Probe (prototype?)	—	Planet Probe (prototype?)	alias
prehisle.zip	Prehistoric Isle in 1930	Prehistoric Isle in 1930 (set 1)	World	Prehistoric Isle in 1930 (set 1) (World)	alias
progolf.zip	18 Holes Pro Golf	18 Holes Pro Golf (set 1)	—	18 Holes Pro Golf (set 1)	alias
promutrv.zip	Progressive Music Trivia	Progressive Music Trivia (Question set 1)	—	Progressive Music Trivia (Question set 1)	alias
proneon.zip	Project Neon	Project Neon - Caravan Edition (HB, pre-alpha v0.4.19)	—	Project Neon - Caravan Edition (HB, pre-alpha v0.4.19)	alias
prtytime.zip	Party Time: Gonta the Diver II	Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release)	—	Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release)	alias
pspikes.zip	Power Spikes	Power Spikes	World	Power Spikes (World)	alias
pspikes2.zip	Power Spikes II	Power Spikes II (NGM-068)	—	Power Spikes II (NGM-068)	alias
psychic5.zip	Psychic 5	Psychic 5	World	Psychic 5 (World)	alias
psychos.zip	Psycho Soldier	Psycho Soldier	USA	Psycho Soldier (USA)	alias
ptblank.zip	Point Blank	Point Blank (GN2 Rev B, set 1)	World	Point Blank (GN2 Rev B, set 1) (World)	alias
pubball.zip	Power Up Baseball	Power Up Baseball (prototype)	—	Power Up Baseball (prototype)	alias
puchicar.zip	Puchi Carat	Puchi Carat (Ver 2.02O 1997/10/29)	—	Puchi Carat (Ver 2.02O 1997/10/29)	alias
puckman.zip	Puck Man	Puck Man (set 1)	Japan	Puck Man (set 1) (Japan)	alias
pulirula.zip	Pu·Li·Ru·La	PuLiRuLa (dual PCB)	World	PuLiRuLa (dual PCB) (World)	alias
punchout.zip	Punch-out!!	Punch-Out!! (Rev B)	—	Punch-Out!! (Rev B)	alias
punisher.zip	The Punisher	The Punisher (World 930422)	—	The Punisher (World 930422)	alias
punkshot.zip	Punk Shot	Punk Shot (US 4 Players)	—	Punk Shot (US 4 Players)	alias
punkshot2.zip	Punk Shot	Punk Shot (US 2 Players)	—	Punk Shot (US 2 Players)	alias
pururuna.zip	Pururun	Pururun (set 2)	—	Pururun (set 2)	alias
pushman.zip	Pushman (Korea, set 1)	Pushman (set 1)	Korea	Pushman (set 1) (Korea)	alias
puyo.zip	Puyo Puyo	Puyo Puyo	World	Puyo Puyo (World)	alias
puyopuy2.zip	Puyo Puyo 2	Puyo Puyo 2	Japan	Puyo Puyo 2 (Japan)	alias
puzlstar.zip	Puzzle Star	Puzzle Star / Mohuan Xingzuo (ver. 100MG, 09/30/99 build)	—	Puzzle Star / Mohuan Xingzuo (ver. 100MG, 09/30/99 build)	alias
puzzli2.zip	Puzzli 2	Puzzli 2 / Pao Pao Yu (ver. 100)	—	Puzzli 2 / Pao Pao Yu (ver. 100)	alias
puzzloop.zip	Puzz Loop	Puzz Loop (v0.94)	Europe	Puzz Loop (v0.94) (Europe)	alias
puzzlove.zip	Puzzlove	PuzzLove	—	PuzzLove	alias
pwrgoal.zip	Taito Power Goal	Taito Power Goal (Ver 2.5O 1994/11/03)	—	Taito Power Goal (Ver 2.5O 1994/11/03)	alias
pwrinst2.zip	Power Instinct 2	Power Instinct 2 (Ver. 94.04.08, set 1)	USA	Power Instinct 2 (Ver. 94.04.08, set 1) (USA)	alias
py2k2.zip	Photo Y2k 2	Photo Y2K 2 / Chaoji Bi Yi Bi 2 / Dajia Lai Zhao Cha 2 / Real and Fake 2 Photo Y2K (M101XX 05/25/01 11:02:54)	—	Photo Y2K 2 / Chaoji Bi Yi Bi 2 / Dajia Lai Zhao Cha 2 / Real and Fake 2 Photo Y2K (M101XX 05/25/01 11:02:54)	alias
pzlbowl.zip	Puzzle De Bowling	Puzzle De Bowling	Japan	Puzzle De Bowling (Japan)	alias
pzlbreak.zip	Puzzle Break	Puzzle Break (set 1)	—	Puzzle Break (set 1)	alias
pzloop2.zip	Puzz Loop 2	Puzz Loop 2 (Europe 010302)	—	Puzz Loop 2 (Europe 010302)	alias
qad.zip	Quiz & Dragons: Capcom Quiz Game	Quiz & Dragons: Capcom Quiz Game (USA 920701)	—	Quiz & Dragons: Capcom Quiz Game (USA 920701)	alias
qbert.zip	Q*bert	Q*bert (US set 1)	—	Q*bert (US set 1)	alias
qbertqub.zip	Q-bert's Qubes	Q*bert's Qubes	—	Q*bert's Qubes	alias
qcrayon2.zip	Crayon Shinchan Orato Asobo	Crayon Shinchan Orato Asobo	Japan	Crayon Shinchan Orato Asobo (Japan)	alias
quartet2.zip	Quartet	Quartet 2 (8751 317-0010)	—	Quartet 2 (8751 317-0010)	alias
quizo.zip	Quiz Olympic	Quiz Olympic (set 1)	—	Quiz Olympic (set 1)	alias
r2dx_v33.zip	Raiden II New / Raiden DX	Raiden II New / Raiden DX (newer V33 PCB) (Raiden DX EEPROM)	—	Raiden II New / Raiden DX (newer V33 PCB) (Raiden DX EEPROM)	alias
rabiolep.zip	Rabio Lepus	Rabio Lepus	Japan	Rabio Lepus (Japan)	alias
rachero.zip	Racing Hero	Racing Hero (FD1094 317-0144)	—	Racing Hero (FD1094 317-0144)	alias
racingb.zip	Racing Beat	Racing Beat	World	Racing Beat (World)	alias
rackemup.zip	Rack 'em Up	Rack 'em Up (version L)	—	Rack 'em Up (version L)	alias
radarscp.zip	Radar Scope	Radar Scope (TRS02, rev. D)	—	Radar Scope (TRS02, rev. D)	alias
radm.zip	Rad Mobile	Rad Mobile	World	Rad Mobile (World)	alias
radr.zip	Rad Rally	Rad Rally	World	Rad Rally (World)	alias
radrad.zip	Radical Radial	Radical Radial	USA	Radical Radial (USA)	alias
raflesia.zip	Rafflesia	Rafflesia (315-5162)	—	Rafflesia (315-5162)	alias
ragnagrd.zip	Ragnagard	Ragnagard / Shin-Oh-Ken	—	Ragnagard / Shin-Oh-Ken	alias
raiden2.zip	Raiden II	Raiden II (set 1)	USA	Raiden II (set 1) (USA)	alias
raidendx.zip	Raiden DX	Raiden DX	UK	Raiden DX (UK)	alias
raidenj.zip	Raiden	Raiden	Japan	Raiden (Japan)	alias
raimais.zip	Raimais (World, rev 1)	Raimais (rev 1)	World	Raimais (rev 1) (World)	alias
rallybik.zip	Rally Bike / Dash Yarou	Rally Bike / Dash Yarou	Europe	Rally Bike / Dash Yarou (Europe)	alias
rallyx.zip	Rally X	Rally X (32k Ver.?)	—	Rally X (32k Ver.?)	alias
rambo3.zip	Rambo III	Rambo III	Europe	Rambo III (Europe)	alias
rampart2p.zip	Rampart	Rampart (Joystick, bigger ROMs)	—	Rampart (Joystick, bigger ROMs)	alias
rbff1.zip	Real Bout Fatal Fury	Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095 ~ NGH-095)	—	Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095 ~ NGH-095)	alias
rbff2.zip	Real Bout Fatal Fury 2 - The Newcomers	Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGM-2400)	—	Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGM-2400)	alias
rbffspec.zip	Real Bout Fatal Fury Special	Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special	—	Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special	alias
rbisland.zip	Rainbow Islands	Rainbow Islands (rev 1)	—	Rainbow Islands (rev 1)	alias
rchase.zip	Rail Chase	Rail Chase	World	Rail Chase (World)	alias
rdft.zip	Raiden Fighters	Raiden Fighters	Germany	Raiden Fighters (Germany)	alias
rdft2.zip	Raiden Fighters 2 - Operation Hell Dive	Raiden Fighters 2 - Operation Hell Dive	Germany	Raiden Fighters 2 - Operation Hell Dive (Germany)	alias
recordbr.zip	Recordbreaker	Recordbreaker	World	Recordbreaker (World)	alias
redbaron.zip	Red Baron	Red Baron (revised hardware)	—	Red Baron (revised hardware)	alias
redearth.zip	Red Earth	Red Earth (Europe 961121)	—	Red Earth (Europe 961121)	alias
relief.zip	Relief Pitcher	Relief Pitcher (Rev D, 07 Jun 1992 / 28 May 1992)	—	Relief Pitcher (Rev D, 07 Jun 1992 / 28 May 1992)	alias
renegade.zip	Renegade (US)	Renegade	USA	Renegade (USA)	alias
revngr84.zip	Revenger '84	Revenger '84 (newer)	—	Revenger '84 (newer)	alias
rezono.zip	Rezon	Rezon (earlier)	—	Rezon (earlier)	alias
rfjet.zip	Raiden Fighters Jet	Raiden Fighters Jet	Germany	Raiden Fighters Jet (Germany)	alias
ridhero.zip	Riding Hero	Riding Hero (NGM-006 ~ NGH-006)	—	Riding Hero (NGM-006 ~ NGH-006)	alias
ridingf.zip	Riding Fight	Riding Fight (Ver 1.0O)	—	Riding Fight (Ver 1.0O)	alias
ridleofp.zip	Riddle Of Pythagoras	Riddle of Pythagoras	Japan	Riddle of Pythagoras (Japan)	alias
ringdest.zip	Ring of Destruction: Slam Masters II	Ring of Destruction: Slammasters II (Europe 940902)	—	Ring of Destruction: Slammasters II (Europe 940902)	alias
ringking.zip	Ring King	Ring King (US set 1)	—	Ring King (US set 1)	alias
ringrage.zip	Ring Rage	Ring Rage (Ver 2.3O 1992/08/09)	—	Ring Rage (Ver 2.3O 1992/08/09)	alias
riot.zip	Kamniari Kishi Riot	Riot (NMK)	—	Riot (NMK)	alias
riotcity.zip	Riot City	Riot City	Japan	Riot City (Japan)	alias
rmpgwt.zip	Rampage: World Tour	Rampage: World Tour (rev 1.3)	—	Rampage: World Tour (rev 1.3)	alias
roadf.zip	Road Fighter	Road Fighter (set 1)	—	Road Fighter (set 1)	alias
robocop.zip	Robocop (World, revision 4)	Robocop (revision 4)	World	Robocop (revision 4) (World)	alias
robocop2.zip	Robocop 2	Robocop 2 (Euro/Asia v0.10)	—	Robocop 2 (Euro/Asia v0.10)	alias
robocopi.zip	ZZZ(notgame):Demos	Robocop (FMV Demo)	—	Robocop (FMV Demo)	check
robokid.zip	Atomic Robo-Kid	Atomic Robo-kid (Type-2)	World	Atomic Robo-kid (Type-2) (World)	alias
robotron.zip	Robotron: 2084	Robotron: 2084 (Solid Blue label)	—	Robotron: 2084 (Solid Blue label)	alias
rockduck.zip	Rock Duck	Rock Duck (prototype?)	—	Rock Duck (prototype?)	alias
rockn.zip	Rock'n Tread	Rock'n Tread	Japan	Rock'n Tread (Japan)	alias
